4.58751467006	4.58751467006	0.0
3.78077323618	3.78077323618	0.0
5.28308345357	5.28308345357	0.0
6.14563141361	6.14563141361	0.0
11.5397749252	11.5397749252	0.0
17.2462403734	17.2462403734	0.0
20.4282764593	20.4282764593	0.0
25.2681713258	25.2681713258	0.0
25.2906123427	25.2906123427	0.0
23.9996909183	23.9996909183	0.0
21.8547526457	21.8547526457	0.0
22.3429801906	22.3429801906	0.0
21.2693884816	21.2693884816	0.0
20.7700786361	20.7700786361	0.0
22.3098087599	22.3098087599	0.0
22.7685461295	22.7685461295	0.0
23.7750134517	23.7750134517	0.0
24.652053569	24.652053569	0.0
24.7900501778	24.7900501778	0.0
24.1903043702	24.1903043702	0.0
22.842966687	22.842966687	0.0
19.2487506377	19.2487506377	0.0
10.1591836073	10.1591836073	0.0
4.06866670989	4.06866670989	0.0
