10.5064458807	4.23247732245	12.0723762874
11.7701131712	4.38706759349	13.5726949256
11.4345691496	4.56735844912	13.1372174798
11.9360953757	3.77322092317	13.93171061
13.5956607556	5.49410862414	15.6286487815
17.4249567611	9.55170237757	19.3407173507
20.5008727299	13.2509450118	22.383331168
26.2698282528	19.281683741	28.0004004736
26.6332671937	19.6262973285	28.3935590475
23.5775272145	17.0676358677	25.187343829
23.1423383193	15.8219905317	24.9973905722
21.6329081675	14.1636877616	23.5084529365
21.2877420754	13.5707082817	23.2246849107
21.4548317971	14.3792142986	23.2204876443
21.3322976864	14.0413166297	23.1704313307
20.7722696571	13.4190604699	22.6235712708
23.9810812803	16.2475990362	25.9321779198
25.8039898373	18.7112413096	27.5691571777
27.0766056864	19.1964364106	29.0257437684
26.1204895798	18.5460758883	27.9529010232
23.1819477339	16.9658043974	24.8279605612
22.5422307786	14.8677302695	24.4597315524
16.9861852326	8.81331973327	19.0504126775
13.3060152343	6.87987849545	14.9736897964
